Hs-PLTP,2000,1000,T101393-PLTP,"p1@PLTP"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T011776,t101393,2,008.0000,1.0,p1@ADAMTS15,170689,16305,Q8TE58,ADAMTS15,"ADAM metallopeptidase with thrombospondin type 1 motif 15","gene with protein product"
1267,T101393,t189715,219.0000,0.109281437126,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1268,T101393,t107735,219.0000,0.108792846498,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1269,T047060,t101393,218.0000,0.108728179551,p5@ARNT2,9915,16876,,ARNT2,"aryl hydrocarbon receptor nuclear translocator 2","gene with protein product"
1270,T101393,t153918,216.0000,0.107302533532,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1271,T071597,t101393,215.0000,0.107285429142,p4@FKBP8,23770,3724,B7Z6M0,FKBP8,"FK506 binding protein 8","gene with protein product"
1272,T101393,t189090,215.0000,0.107285429142,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1273,T088012,t101393,214.0000,0.106786427146,p2@MYOG,4656,7612,P15173,MYOG,myogenin,"gene with protein product"
1274,T101393,t149572,214.0000,0.106361829026,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1275,T012887,t101393,210.0000,0.104633781764,p15@IGF2,3481,5466,,IGF2,"insulin like growth factor 2","gene with protein product"
1276,T101393,t135876,208.0000,0.103585657371,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1277,T101393,t149688,208.0000,0.103482587065,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1278,T036345,t101393,208.0000,0.10337972167,p3@RNASE1,6035,10044,P07998,RNASE1,"ribonuclease A family member 1, pancreatic","gene with protein product"
1279,T012562,t101393,206.0000,0.102691924227,p1@TMEM86A,144110,26890,,TMEM86A,"transmembrane protein 86A","gene with protein product"
1280,T056119,t101393,205.0000,0.102295409182,p1@MAPK7,5598,6880,,MAPK7,"mitogen-activated protein kinase 7","gene with protein product"
1281,T019332,t101393,204.0000,0.101694915254,p2@FZD4,8322,4042,Q9ULV1,FZD4,"frizzled class receptor 4","gene with protein product"
1282,T101393,t126350,204.0000,0.101644245142,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1283,T101393,t148158,204.0000,0.101644245142,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1284,T069708,t101393,203.0000,0.101196410768,p1@GPX4,2879,4556,P36969,GPX4,"glutathione peroxidase 4","gene with protein product"
1285,T072532,t101393,203.0000,0.100995024876,p5@C19orf12,83636,25443,Q9NSK7,C19orf12,"chromosome 19 open reading frame 12","gene with protein product"
1286,T101393,t151296,202.0000,0.100547536088,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1287,T101393,t172578,200.0000,0.0998003992016,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1288,T101393,t128514,200.0000,0.0997506234414,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1289,T101393,t176467,200.0000,0.0996512207275,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1290,T070075,t101393,199.0000,0.0994005994006,p2@WDR83,84292,32672,"Q9BRX9,G3V221",WDR83,"WD repeat domain 83","gene with protein product"
1291,T052926,t101393,199.0000,0.0992023928215,p1@PDP2,57546,30263,Q9P2J9,PDP2,"pyruvate dehyrogenase phosphatase catalytic subunit 2","gene with protein product"
1292,T018973,t101393,199.0000,0.0988574267263,p5@PNPLA2,57104,30802,,PNPLA2,"patatin like phospholipase domain containing 2","gene with protein product"
1293,T069433,t101393,198.0000,0.098703888335,p2@S1PR2,9294,3169,O95136,S1PR2,"sphingosine-1-phosphate receptor 2","gene with protein product"
1294,T101393,t137144,197.0000,0.0981564524165,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1295,T080212,t101393,197.0000,0.0980099502488,p1@PSMA5,5686,9534,"B4E2V4,P28066",PSMA5,"proteasome subunit alpha 5","gene with protein product"
1296,T101393,t198448,196.0000,0.0978043912176,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1297,T050496,t101393,197.0000,0.0975730559683,p1@SPNS1,83985,30621,Q9H2V7,SPNS1,"sphingolipid transporter 1 (putative)","gene with protein product"
1298,T101393,t200465,195.0000,0.0971115537849,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1299,T005006,t101393,195.0000,0.0970149253731,p12@ARHGAP22,58504,30320,,ARHGAP22,"Rho GTPase activating protein 22","gene with protein product"
1300,T101393,t121495,194.0000,0.0967098703888,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1301,T101393,t149530,194.0000,0.0967098703888,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1302,T101393,t171731,194.0000,0.0966616841056,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1303,T096224,t101393,193.0000,0.0963554667998,p5@LEPR,3953,6554,"P48357,Q4G138",LEPR,"leptin receptor","gene with protein product"
1304,T101393,t197351,192.0000,0.0957128614158,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1305,T101393,t146472,192.0000,0.0955223880597,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1306,T101393,t192809,191.0000,0.0951195219124,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1307,T015387,t101393,190.0000,0.0948103792415,p4@MS4A6A,64231,13375,,MS4A6A,"membrane spanning 4-domains A6A","gene with protein product"
1308,T101393,t148157,190.0000,0.0946686596911,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1309,T101393,t120623,190.0000,0.0946215139442,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1310,T069356,t101393,189.0000,0.0941704035874,p1@COL5A3,50509,14864,P25940,COL5A3,"collagen type V alpha 3 chain","gene with protein product"
1311,T101393,t117852,188.0000,0.0937655860349,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1312,T053089,t101393,188.0000,0.0936721474838,p1@ZDHHC1,29800,17916,Q8WTX9,ZDHHC1,"zinc finger DHHC-type containing 1","gene with protein product"
1313,T101393,t126159,188.0000,0.0935323383085,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1314,T079422,t101393,188.0000,0.0934393638171,p1@ANGPTL4,51129,16039,F5H0I2,ANGPTL4,"angiopoietin like 4","gene with protein product"
1315,T101393,t186907,188.0000,0.093392945852,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1316,T000385,t101393,187.0000,0.0933133732535,p8@LDB1,8861,6532,Q86U70,LDB1,"LIM domain binding 1","gene with protein product"
1317,T101393,t111374,187.0000,0.0932203389831,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1318,T018775,t101393,187.0000,0.0930348258706,"p1@NDUFC2-KCTD14,p1@NDUFC2","100532726,4718","42956,7706","E7EMR9,E9PNU8,E9PM14,E9PRQ4,E9PQ53",NDUFC2-KCTD14,"NDUFC2-KCTD14 readthrough",readthrough
1319,T101393,t175615,187.0000,0.092988562904,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1320,T094976,t101393,184.0000,0.0916334661355,p2@LRRC41,10489,16917,B5MD92,LRRC41,"leucine rich repeat containing 41","gene with protein product"
1321,T049858,t101393,184.0000,0.0915422885572,p2@MLST8,64223,24825,Q9BVC4,MLST8,"MTOR associated protein, LST8 homolog","gene with protein product"
1322,T055674,t101393,184.0000,0.0914512922465,p4@PMP22,5376,9118,"Q01453,Q6FH25",PMP22,"peripheral myelin protein 22","gene with protein product"
1323,T101393,t174968,182.0000,0.0908637044433,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1324,T101393,t136079,182.0000,0.0908183632735,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1325,T030971,t101393,182.0000,0.090682610862,p13@ZIC2,7546,12873,O95409,ZIC2,"Zic family member 2","gene with protein product"
1326,T015391,t101393,182.0000,0.090682610862,p9@MS4A6A,64231,13375,E9PNG6,MS4A6A,"membrane spanning 4-domains A6A","gene with protein product"
1327,T099416,t101393,181.0000,0.0900497512438,p2@C20orf96,140680,16227,"Q9NUD7,B7ZML9",C20orf96,"chromosome 20 open reading frame 96","gene with protein product"
1328,T016172,t101393,180.0000,0.0898203592814,p7@LGALS12,85329,15788,,LGALS12,"galectin 12","gene with protein product"
1329,T000513,t101393,180.0000,0.0897755610973,p4@SFXN2,118980,16086,,SFXN2,"sideroflexin 2","gene with protein product"
1330,T101393,t128647,180.0000,0.089552238806,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1331,T078676,t101393,179.0000,0.0891878425511,p1@A1BG,1,5,,A1BG,"alpha-1-B glycoprotein","gene with protein product"
1332,T101393,t137920,177.0000,0.0880597014925,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1333,T101393,t129398,176.0000,0.0877367896311,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1334,T090804,t101393,176.0000,0.0875186474391,p3@C1QA,712,1241,P02745,C1QA,"complement C1q A chain","gene with protein product"
1335,T101007,t101393,176.0000,0.0874751491054,p5@WISP2,8839,12770,,WISP2,"WNT1 inducible signaling pathway protein 2","gene with protein product"
1336,T101393,t189093,174.0000,0.0865671641791,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1337,T055466,t101393,174.0000,0.0864381520119,p11@ABR,29,81,F5H8B3,ABR,"active BCR-related","gene with protein product"
1338,T101393,t199626,173.0000,0.0863704443335,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1339,T101393,t191269,173.0000,0.0863273453094,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1340,T101393,t145262,173.0000,0.0862842892768,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1341,T101393,t191513,173.0000,0.0862842892768,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1342,T050571,t101393,173.0000,0.086112493778,p1@QPRT,23475,9755,Q15274,QPRT,"quinolinate phosphoribosyltransferase","gene with protein product"
1343,T023577,t101393,173.0000,0.0860696517413,p1@MGST1,4257,7061,"P10620,F5H760",MGST1,"microsomal glutathione S-transferase 1","gene with protein product"
1344,T061722,t101393,173.0000,0.0860696517413,p1@PSMC5,5705,9552,P62195,PSMC5,"proteasome 26S subunit, ATPase 5","gene with protein product"
1345,T101393,t115039,171.0000,0.0853293413174,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1346,T101393,t182423,171.0000,0.0850746268657,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1347,T101393,t147981,170.0000,0.0846613545817,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1348,T101393,t135522,169.0000,0.0842052815147,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1349,T080264,t101393,167.0000,0.0832502492522,p1@GSTM5,2949,4637,"P46439,Q5T8R1,Q5T8Q9,Q5T8R2",GSTM5,"glutathione S-transferase mu 5","gene with protein product"
1350,T101393,t160789,167.0000,0.0832087693074,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1351,T077391,t101393,166.0000,0.0827105132038,p2@SIGLEC8,27181,10877,"Q9NYZ4,C9JT30",SIGLEC8,"sialic acid binding Ig like lectin 8","gene with protein product"
1352,T101393,t101559,166.0000,0.0826693227092,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1353,T101393,t133748,165.0000,0.0821304131409,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1354,T101393,t102227,165.0000,0.0821304131409,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1355,T101393,t198177,164.0000,0.0817140009965,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1356,T101393,t136214,163.0000,0.0812157448929,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1357,T101393,t152192,162.0000,0.0807980049875,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1358,T101393,t151239,162.0000,0.0805168986083,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1359,T012946,t101393,161.0000,0.0800596718051,p9@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
1360,T101393,t106704,160.0000,0.0795624067628,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1361,T091505,t101393,158.0000,0.0786852589641,p2@ZNF436,80818,20814,Q9C0F3,ZNF436,"zinc finger protein 436","gene with protein product"
1362,T009243,t101393,158.0000,0.0785678766783,p2@LYVE1,10894,14687,Q9Y5Y7,LYVE1,"lymphatic vessel endothelial hyaluronan receptor 1","gene with protein product"
1363,T101393,t104577,157.0000,0.078187250996,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1364,T034682,t101393,157.0000,0.0781483325037,p10@GPC6,10082,4454,Q9Y625,GPC6,"glypican 6","gene with protein product"
1365,T037365,t101393,156.0000,0.0778443113772,p1@MDP1,145553,28781,Q86V88,MDP1,"magnesium dependent phosphatase 1","gene with protein product"
1366,T101393,t118649,156.0000,0.0777666999003,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1367,T091506,t101393,156.0000,0.0777279521674,p4@ZNF436,80818,20814,Q9C0F3,ZNF436,"zinc finger protein 436","gene with protein product"
1368,T101393,t172774,156.0000,0.0776505724241,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1369,T028842,t101393,156.0000,0.0776505724241,p25@PTPRB,5787,9665,"P23467,Q86VA4",PTPRB,"protein tyrosine phosphatase, receptor type B","gene with protein product"
1370,T084860,t101393,155.0000,0.0773067331671,p18@FCRLB,127943,26431,,FCRLB,"Fc receptor like B","gene with protein product"
1371,T101393,t125251,155.0000,0.0771912350598,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1372,T087378,t101393,155.0000,0.0768849206349,p4@LHX9,56956,14222,Q9NQ69,LHX9,"LIM homeobox 9","gene with protein product"
1373,T050694,t101393,154.0000,0.0767696909272,p2@TMEM219,124446,25201,"Q86XT9,D5FK14",TMEM219,"transmembrane protein 219","gene with protein product"
1374,T031582,t101393,154.0000,0.0767314399601,p52@MCF2L,23263,14576,,MCF2L,"MCF.2 cell line derived transforming sequence like","gene with protein product"
1375,T016675,t101393,154.0000,0.0765788165092,p2@ARL2,402,693,G3V184,ARL2,"ADP ribosylation factor like GTPase 2","gene with protein product"
1376,T101393,t186018,152.0000,0.0758104738155,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1377,T049441,t101393,150.0000,0.0745526838966,p3@C16orf62,57020,24641,,C16orf62,"chromosome 16 open reading frame 62","gene with protein product"
1378,T012001,t101393,149.0000,0.074203187251,p3@SPON1,10418,11252,Q9HCB6,SPON1,"spondin 1","gene with protein product"
1379,T059191,t101393,149.0000,0.0740924912979,p13@GRN,2896,4601,Q9H8S1,GRN,"granulin precursor","gene with protein product"
1380,T090803,t101393,148.0000,0.073668491787,p2@C1QA,712,1241,P02745,C1QA,"complement C1q A chain","gene with protein product"
1381,T083793,t101393,148.0000,0.073668491787,p1@MMP23B,8510,7171,"O75086,C9J6U7,B4DMZ6,O75900",MMP23B,"matrix metallopeptidase 23B","gene with protein product"
1382,T028976,t101393,148.0000,0.073631840796,p3@C1R,,1246,F5H3A3,C1R,"complement C1r","gene with protein product"
1383,T101393,t166057,147.0000,0.0731343283582,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1384,T054187,t101393,147.0000,0.0731343283582,p4@MAF,4094,6776,O75444,MAF,"MAF bZIP transcription factor","gene with protein product"
1385,T101393,t198201,146.0000,0.0727816550349,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1386,T101393,t134227,146.0000,0.072745391131,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1387,T071244,t101393,146.0000,0.072745391131,p2@FAM125A,93343,25153,"E9PJW8,Q96EY5",MVB12A,"multivesicular body subunit 12A","gene with protein product"
1388,T076792,t101393,146.0000,0.0726729716277,p22@FCGRT,2217,3621,,FCGRT,"Fc fragment of IgG receptor and transporter","gene with protein product"
1389,T018166,t101393,146.0000,0.0726368159204,p7@ARAP1,116985,16925,"E7EU13,B2RTS2",ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1","gene with protein product"
1390,T018968,t101393,146.0000,0.0726368159204,p9@PNPLA2,57104,30802,,PNPLA2,"patatin like phospholipase domain containing 2","gene with protein product"
1391,T000125,t101393,146.0000,0.072564612326,p5@SCD,6319,10571,O00767,SCD,"stearoyl-CoA desaturase","gene with protein product"
1392,T054180,t101393,145.0000,0.0722471350274,p9@MAF,4094,6776,O75444,MAF,"MAF bZIP transcription factor","gene with protein product"
1393,T101393,t133749,144.0000,0.0717488789238,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1394,T012787,t101393,143.0000,0.0711796913888,p36@H19,283120,4713,,H19,"H19, imprinted maternally expressed transcript (non-protein coding)","RNA, long non-coding"
1395,T054179,t101393,142.0000,0.070611636002,p18@MAF,4094,6776,O75444,MAF,"MAF bZIP transcription factor","gene with protein product"
1396,T082881,t101393,141.0000,0.0701143709597,p1@NPR1,4881,7943,P16066,NPR1,"natriuretic peptide receptor 1","gene with protein product"
