Hs-PRMT7,2000,1000,T053289-PRMT7,"p3@PRMT7"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T048426,t053289,2,007.0000,1.0,p29@IGF1R,3480,5465,,IGF1R,"insulin like growth factor 1 receptor","gene with protein product"
1277,T053289,t196714,171.0000,0.0851169736187,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1278,T053289,t198786,170.0000,0.0847880299252,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1279,T026570,t053289,170.0000,0.0846192135391,p23@ATP5G2,517,842,F8VXQ8,ATP5G2,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)","gene with protein product"
1280,T053289,t110688,170.0000,0.0846192135391,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1281,T053289,t197275,168.0000,0.0837487537388,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1282,T053289,t102309,168.0000,0.0837487537388,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1283,T053289,t178950,168.0000,0.0836653386454,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1284,T053289,t116037,167.0000,0.0833749375936,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1285,T053289,t072313,167.0000,0.0831259333001,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1286,T053289,t071944,166.0000,0.0824639841033,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1287,T053289,t182375,165.0000,0.0822122571001,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1288,T053289,t103134,164.0000,0.0816326530612,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1289,T032185,t053289,164.0000,0.0813895781638,p18@WASF3,10810,12734,Q9UPY6,WASF3,"WAS protein family member 3","gene with protein product"
1290,T036432,t053289,163.0000,0.0811752988048,p24@ZNF219,51222,13011,G3V2W3,ZNF219,"zinc finger protein 219","gene with protein product"
1291,T053289,t122881,163.0000,0.0810542018896,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1292,T053289,t146063,161.0000,0.0800198807157,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1293,T053289,t182487,160.0000,0.0794438927507,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1294,T014301,t053289,159.0000,0.0793017456359,p2@ALX4,60529,450,Q9H161,ALX4,"ALX homeobox 4","gene with protein product"
1295,T021426,t053289,159.0000,0.0791044776119,p6@TBX5,6910,11604,Q99593,TBX5,"T-box 5","gene with protein product"
1296,T053289,t095134,159.0000,0.0790651417205,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1297,T015117,t053289,159.0000,0.0790651417205,p5@UBE2L6,9246,12490,,UBE2L6,"ubiquitin conjugating enzyme E2 L6","gene with protein product"
1298,T053289,t077993,159.0000,0.0789865871833,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1299,T025151,t053289,158.0000,0.0788029925187,p2@ARID2,196528,18037,Q68CP9,ARID2,"AT-rich interaction domain 2","gene with protein product"
1300,T053289,t060837,158.0000,0.0787637088734,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1301,T014344,t053289,158.0000,0.07841191067,p4@TSPAN18,90139,20660,,TSPAN18,"tetraspanin 18","gene with protein product"
1302,T053289,t126341,157.0000,0.0783433133733,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1303,T053289,t106305,157.0000,0.0782262082711,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1304,T051594,t053289,157.0000,0.0781483325037,p3@C16orf5,29965,13234,Q9H305,CDIP1,"cell death inducing p53 target 1","gene with protein product"
1305,T053289,t089292,157.0000,0.0779930452062,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1306,T053289,t196439,156.0000,0.0777279521674,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1307,T024833,t053289,154.0000,0.0767314399601,p8@KIF21A,55605,19349,"F8W762,F8WCP6,F5H0V8,B9EGE4,F5H219,Q7Z4S6,F5H0C3,Q2UVF1",KIF21A,"kinesin family member 21A","gene with protein product"
1308,T053289,t180646,153.0000,0.0763473053892,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1309,T053289,t092750,153.0000,0.0763473053892,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1310,T053289,t152600,153.0000,0.0762331838565,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1311,T019094,t053289,153.0000,0.0761952191235,p46@DLG2,1740,2901,E9PPV7,DLG2,"discs large MAGUK scaffold protein 2","gene with protein product"
1312,T053289,t121346,153.0000,0.0760437375746,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1313,T011764,t053289,152.0000,0.0758104738155,p5@ZBTB44,29068,25001,"Q8NCP5,B2RBK2",ZBTB44,"zinc finger and BTB domain containing 44","gene with protein product"
1314,T053289,t191297,150.0000,0.0746640119462,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1315,T053289,t136801,150.0000,0.0746640119462,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1316,T053289,t200019,149.0000,0.074240159442,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1317,T018708,t053289,149.0000,0.074240159442,p3@PAK1,5058,8590,E9PQW5,PAK1,"p21 (RAC1) activated kinase 1","gene with protein product"
1318,T038972,t053289,149.0000,0.074240159442,p2@OTX2,5015,8522,P32243,OTX2,"orthodenticle homeobox 2","gene with protein product"
1319,T045603,t053289,149.0000,0.0741293532338,p1@IGDCC4,57722,13770,Q8TDY8,IGDCC4,"immunoglobulin superfamily DCC subclass member 4","gene with protein product"
1320,T053289,t144203,149.0000,0.0740188772976,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1321,T053289,t169077,148.0000,0.0737419033383,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1322,T019809,t053289,148.0000,0.073668491787,p1@WEE1,7465,12761,"P30291,Q86V29",WEE1,"WEE1 G2 checkpoint kinase","gene with protein product"
1323,T021430,t053289,148.0000,0.073631840796,p5@TBX5,6910,11604,E7ENS7,TBX5,"T-box 5","gene with protein product"
1324,T053289,t099369,147.0000,0.0732801595214,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1325,T053289,t116088,146.0000,0.0726006961711,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1326,T053289,t119456,145.0000,0.0724275724276,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1327,T053289,t077594,145.0000,0.0722831505484,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1328,T053289,t153803,145.0000,0.0722471350274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1329,T053289,t123244,145.0000,0.0722111553785,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1330,T017452,t053289,143.0000,0.071144278607,p1@DCHS1,8642,13681,Q96JQ0,DCHS1,"dachsous cadherin-related 1","gene with protein product"
1331,T053289,t080838,143.0000,0.071002979146,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1332,T050735,t053289,142.0000,0.0708582834331,p2@FAM57B,83723,25295,"F1T0F5,Q71RH2",FAM57B,"family with sequence similarity 57 member B","gene with protein product"
1333,T053289,t132569,142.0000,0.0707171314741,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1334,T032995,t053289,141.0000,0.0703592814371,p3@ELF1,1997,3316,P32519,ELF1,"E74 like ETS transcription factor 1","gene with protein product"
1335,T053289,t092096,141.0000,0.0701492537313,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1336,T053289,t062022,140.0000,0.0697906281157,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1337,T053289,t109493,140.0000,0.0697558545092,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1338,T053289,t107486,140.0000,0.0696864111498,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1339,T026595,t053289,140.0000,0.0696864111498,p2@HOXC12,3228,5124,P31275,HOXC12,"homeobox C12","gene with protein product"
1340,T053289,t184465,139.0000,0.0690511674118,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1341,T053289,t133790,138.0000,0.0687250996016,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1342,T053289,t109390,137.0000,0.0682270916335,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1343,T030946,t053289,137.0000,0.0681931309109,p2@ZIC5,85416,20322,,ZIC5,"Zic family member 5","gene with protein product"
1344,T053289,t077955,136.0000,0.0675944333996,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1345,T051024,t053289,136.0000,0.0675944333996,p6@PHKG2,5261,8931,Q16221,PHKG2,"phosphorylase kinase catalytic subunit gamma 2","gene with protein product"
1346,T053289,t084509,135.0000,0.0673652694611,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1347,T053289,t098152,135.0000,0.0671307807061,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1348,T053289,t055814,134.0000,0.0667663178874,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1349,T053289,t177778,134.0000,0.0667330677291,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1350,T041994,t053289,133.0000,0.0663341645885,p2@C14orf64,,20111,,LINC01550,"long intergenic non-protein coding RNA 1550","RNA, long non-coding"
1351,T046445,t053289,132.0000,0.0658354114713,p2@ARID3B,10620,14350,Q8IVW6,ARID3B,"AT-rich interaction domain 3B","gene with protein product"
1352,T053289,t116585,132.0000,0.0657370517928,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1353,T053289,t055377,132.0000,0.0657043305127,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1354,T053289,t132568,132.0000,0.065671641791,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1355,T053289,t055816,132.0000,0.065671641791,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1356,T053289,t113108,132.0000,0.065606361829,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1357,T053289,t116908,131.0000,0.0651093439364,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1358,T010413,t053289,130.0000,0.0647410358566,p1@ARCN1,372,649,"B0YIW6,E9PEU4,Q6P1Q5,B4E1X2,P48444,B0YIW5",ARCN1,"archain 1","gene with protein product"
1359,T053289,t074891,130.0000,0.0646766169154,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1360,T048266,t053289,130.0000,0.0646123260437,p10@NR2F2,7026,7976,"F1D8R0,P24468",NR2F2,"nuclear receptor subfamily 2 group F member 2","gene with protein product"
1361,T053289,t068083,129.0000,0.0642110502738,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1362,T053289,t062430,129.0000,0.0641153081511,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1363,T053289,t066867,128.0000,0.0638085742772,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1364,T013489,t053289,128.0000,0.0637767812656,p34@PAX6,5080,8620,,PAX6,"paired box 6","gene with protein product"
1365,T053289,t070683,128.0000,0.0637767812656,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1366,T053289,t166014,127.0000,0.063184079602,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1367,T053289,t171489,126.0000,0.0627490039841,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1368,T053289,t106812,125.0000,0.0622200099552,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1369,T031829,t053289,125.0000,0.0621581302834,p2@ZMYM2,7750,12989,Q9UBW7,ZMYM2,"zinc finger MYM-type containing 2","gene with protein product"
1370,T053289,t071002,124.0000,0.0617529880478,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1371,T053289,t077592,123.0000,0.0613160518445,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1372,T048940,t053289,122.0000,0.0606965174129,p5@UBE2I,7329,12485,,UBE2I,"ubiquitin conjugating enzyme E2 I","gene with protein product"
1373,T037813,t053289,122.0000,0.0606361829026,p7@BAZ1A,11177,960,"Q9NRL2,Q32ND1",BAZ1A,"bromodomain adjacent to zinc finger domain 1A","gene with protein product"
1374,T036730,t053289,122.0000,0.0606060606061,p1@TRDJ4,,12260,,TRDJ4,"T cell receptor delta joining 4","T cell receptor gene"
1375,T053289,t098431,121.0000,0.0602589641434,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1376,T053289,t086701,121.0000,0.0601092896175,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1377,T053289,t132454,120.0000,0.0598205383848,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1378,T035203,t053289,120.0000,0.0597609561753,p2@DLK1,8788,2907,,DLK1,"delta like non-canonical Notch ligand 1","gene with protein product"
1379,T053289,t146437,120.0000,0.0596421471173,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1380,T053289,t067334,119.0000,0.0592924763328,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1381,T053289,t094065,118.0000,0.0588528678304,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1382,T053289,t136797,118.0000,0.058764940239,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1383,T053289,t065344,117.0000,0.0582379293181,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1384,T031632,t053289,117.0000,0.0582089552239,p2@GRTP1,79774,20310,Q5TC63,GRTP1,"growth hormone regulated TBC protein 1","gene with protein product"
1385,T053289,t116260,116.0000,0.057855361596,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1386,T053289,t170532,116.0000,0.0578265204387,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1387,T011761,t053289,115.0000,0.0573280159521,p2@ZBTB44,29068,25001,Q8NCP5,ZBTB44,"zinc finger and BTB domain containing 44","gene with protein product"
1388,T053289,t124299,115.0000,0.0572139303483,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1389,T000067,t053289,115.0000,0.057128663686,p3@DNMBP,23268,30373,Q6XZF7,DNMBP,"dynamin binding protein","gene with protein product"
1390,T053289,t163892,114.0000,0.0566882148185,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1391,T039105,t053289,113.0000,0.056302939711,p1@C14orf38,729665,19847,"P0C221,G3V5J7",CCDC175,"coiled-coil domain containing 175","gene with protein product"
1392,T053289,t163769,113.0000,0.0562189054726,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1393,T053289,t172312,113.0000,0.0561630218688,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1394,T048082,t053289,111.0000,0.05536159601,p1@HMGN1P38,,39422,,HMGN1P38,"high mobility group nucleosome binding domain 1 pseudogene 38",pseudogene
1395,T053289,t123021,110.0000,0.0548354935194,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1396,T053289,t104206,110.0000,0.054780876494,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1397,T030116,t053289,110.0000,0.0547536087606,p2@PHC1,1911,3182,,PHC1,"polyhomeotic homolog 1","gene with protein product"
1398,T053289,t156381,110.0000,0.0546719681909,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1399,T053289,t186468,109.0000,0.0542558486809,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1400,T053289,t119455,109.0000,0.054094292804,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1401,T053289,t057387,108.0000,0.0538384845464,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1402,T053289,t176184,108.0000,0.0536779324056,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1403,T053289,t192713,107.0000,0.0533134030892,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
