Hs-RTN1,2000,1000,T039145-RTN1,"p5@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T018718,t039145,2,011.0000,0.999006458023,p7@PAK1,5058,8590,Q13153,PAK1,"p21 (RAC1) activated kinase 1","gene with protein product"
1081,T011832,t039145,41.0000,0.0204183266932,p6@NTM,50863,17941,,NTM,neurotrimin,"gene with protein product"
1082,T039145,t084457,41.0000,0.0204081632653,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1083,T039145,t066373,41.0000,0.0204081632653,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1084,T039145,t142946,41.0000,0.0204081632653,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1085,T039145,t094510,41.0000,0.0203777335984,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1086,T039145,t186722,40.0000,0.0199700449326,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1087,T039145,t068876,40.0000,0.0199401794616,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1088,T005636,t039145,40.0000,0.0199401794616,p24@ANK3,288,494,E9PE32,ANK3,"ankyrin 3","gene with protein product"
1089,T039145,t061189,40.0000,0.0199401794616,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1090,T039145,t059501,40.0000,0.0199302441455,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1091,T039145,t187106,40.0000,0.0199104031857,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1092,T039145,t137096,40.0000,0.0198906016907,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1093,T039145,t182689,40.0000,0.0198906016907,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1094,T037053,t039145,40.0000,0.0198807157058,p2@SLC22A17,51310,23095,,SLC22A17,"solute carrier family 22 member 17","gene with protein product"
1095,T039145,t125494,40.0000,0.019870839543,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1096,T039145,t192096,39.0000,0.019422310757,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1097,T039145,t080153,39.0000,0.019412643106,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1098,T039145,t127356,39.0000,0.019412643106,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1099,T039145,t047976,39.0000,0.0193836978131,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1100,T000659,t039145,38.0000,0.0188866799205,p7@SH3PXD2A,9644,23664,F8WCK5,SH3PXD2A,"SH3 and PX domains 2A","gene with protein product"
1101,T033476,t039145,38.0000,0.0188679245283,p8@HTR2A,3356,5293,"F5GWE8,P28223,B4DZ79",HTR2A,"5-hydroxytryptamine receptor 2A","gene with protein product"
1102,T039145,t133883,37.0000,0.0184722915627,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1103,T039145,t048959,37.0000,0.0184538653367,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1104,T039145,t112688,37.0000,0.0184262948207,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1105,T039145,t103681,37.0000,0.0184262948207,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1106,T039145,t132405,36.0000,0.0179461615155,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1107,T039145,t129115,36.0000,0.0179372197309,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1108,T039145,t161895,36.0000,0.0179372197309,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1109,T009208,t039145,36.0000,0.0179282868526,p3@MIR4485,100616263,41628,,MIR4485,"microRNA 4485","RNA, micro"
1110,T039145,t147271,36.0000,0.0179104477612,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1111,T032221,t039145,36.0000,0.0179104477612,p3@GTF3A,2971,4662,,GTF3A,"general transcription factor IIIA","gene with protein product"
1112,T039145,t194052,36.0000,0.0178660049628,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1113,T039145,t197327,35.0000,0.0174563591022,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1114,T039145,t050722,35.0000,0.0174476570289,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1115,T039145,t147369,35.0000,0.0174302788845,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1116,T039145,t187105,35.0000,0.0174216027875,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1117,T011797,t039145,35.0000,0.0174042764794,p4@NTM,50863,17941,,NTM,neurotrimin,"gene with protein product"
1118,T039145,t183801,35.0000,0.0173956262425,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1119,T011875,t039145,35.0000,0.0173525037184,p2@TOLLIP,54472,16476,E9PP67,TOLLIP,"toll interacting protein","gene with protein product"
1120,T039145,t139074,34.0000,0.0169322709163,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1121,T039145,t158599,34.0000,0.0169322709163,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1122,T039145,t198278,34.0000,0.0169322709163,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1123,T039145,t176236,34.0000,0.0169238427078,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1124,T005582,t039145,34.0000,0.0169070114371,p16@ANK3,288,494,,ANK3,"ankyrin 3","gene with protein product"
1125,T039145,t069139,34.0000,0.0169070114371,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1126,T039145,t139032,34.0000,0.0168986083499,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1127,T039145,t123678,34.0000,0.0168818272095,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1128,T039145,t066378,34.0000,0.0168650793651,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1129,T039145,t073743,33.0000,0.0164588528678,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1130,T030921,t039145,33.0000,0.01644245142,p3@TM9SF2,9375,11865,Q99805,TM9SF2,"transmembrane 9 superfamily member 2","gene with protein product"
1131,T014016,t039145,33.0000,0.0164342629482,p7@TRIM44,54765,19016,Q96DX7,TRIM44,"tripartite motif containing 44","gene with protein product"
1132,T000636,t039145,33.0000,0.0164342629482,p3@NEURL,9148,7761,,NEURL1,"neuralized E3 ubiquitin protein ligase 1","gene with protein product"
1133,T039145,t096772,33.0000,0.0164260826282,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1134,T039145,t149347,32.0000,0.0159600997506,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1135,T039145,t165309,32.0000,0.01592039801,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1136,T039145,t188062,32.0000,0.0159124813526,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1137,T038664,t039145,32.0000,0.0159124813526,p1@TXNDC16,57544,19965,"Q9P2K2,G3V2S5",TXNDC16,"thioredoxin domain containing 16","gene with protein product"
1138,T039145,t177817,32.0000,0.0158966716344,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1139,T039145,t064599,31.0000,0.0154767848228,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1140,T005192,t039145,31.0000,0.0154536390828,p5@SGMS1,259230,29799,,SGMS1,"sphingomyelin synthase 1","gene with protein product"
1141,T039145,t075885,31.0000,0.0154459392128,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1142,T039145,t052832,31.0000,0.0154459392128,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1143,T039145,t112206,31.0000,0.0154152163103,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1144,T039145,t115016,30.0000,0.0149700598802,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1145,T039145,t163392,30.0000,0.0149700598802,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1146,T039145,t114815,30.0000,0.0149551345962,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1147,T039145,t140298,30.0000,0.0149476831091,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1148,T009827,t039145,30.0000,0.0149402390438,p3@NCAM1,4684,7656,,NCAM1,"neural cell adhesion molecule 1","gene with protein product"
1149,T039145,t047970,30.0000,0.0149402390438,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1150,T039145,t111563,30.0000,0.0149328023892,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1151,T039145,t123640,30.0000,0.0149253731343,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1152,T039145,t183735,30.0000,0.014880952381,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1153,T039145,t112204,29.0000,0.014463840399,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1154,T039145,t168577,29.0000,0.0144566301097,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1155,T039145,t101052,29.0000,0.0144494270055,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1156,T039145,t137418,29.0000,0.0144494270055,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1157,T039145,t173266,29.0000,0.0144494270055,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1158,T034939,t039145,28.0000,0.0139650872818,p2@CALM2P4,,39661,,CALM2P4,"calmodulin 2 pseudogene 4",pseudogene
1159,T032763,t039145,28.0000,0.0139581256231,p8@SPG20,23111,18514,,SPG20,"spastic paraplegia 20 (Troyer syndrome)","gene with protein product"
1160,T010858,t039145,28.0000,0.0139442231076,p14@SORL1,6653,11185,,SORL1,"sortilin related receptor 1","gene with protein product"
1161,T039145,t058030,28.0000,0.0139442231076,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1162,T039145,t089301,28.0000,0.0139442231076,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1163,T039145,t065723,28.0000,0.01393728223,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1164,T039145,t129509,28.0000,0.0139234211835,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1165,T026400,t039145,28.0000,0.0139234211835,p1@SPRYD3,84926,25920,"B7Z1Y3,F8VWW7,Q8NCJ5",SPRYD3,"SPRY domain containing 3","gene with protein product"
1166,T039145,t097450,28.0000,0.013916500994,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1167,T039145,t116554,27.0000,0.0134730538922,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1168,T039145,t173263,27.0000,0.0134596211366,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1169,T027468,t039145,27.0000,0.0134462151394,p1@KIF5A,3798,6323,Q12840,KIF5A,"kinesin family member 5A","gene with protein product"
1170,T011960,t039145,27.0000,0.0134462151394,p1@B3GAT1,27087,921,Q9P2W7,B3GAT1,"beta-1,3-glucuronyltransferase 1","gene with protein product"
1171,T039145,t093746,27.0000,0.0134395221503,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1172,T039145,t178751,27.0000,0.0134395221503,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1173,T039145,t197867,27.0000,0.0134395221503,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1174,T039145,t189777,27.0000,0.0134128166915,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1175,T039145,t191126,26.0000,0.0129482071713,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1176,T039145,t090139,26.0000,0.0129482071713,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1177,T039145,t164052,25.0000,0.0124688279302,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1178,T039145,t164320,25.0000,0.0124564025909,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1179,T039145,t166824,25.0000,0.0124564025909,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1180,T016136,t039145,25.0000,0.0124564025909,p2@CCKBR,887,1571,P32239,CCKBR,"cholecystokinin B receptor","gene with protein product"
1181,T039145,t151974,25.0000,0.0124501992032,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1182,T010281,t039145,25.0000,0.0124501992032,p10@FXYD6,53826,4030,Q9H0Q3,FXYD6,"FXYD domain containing ion transport regulator 6","gene with protein product"
1183,T002121,t039145,25.0000,0.0124316260567,p4@LHPP,64077,30042,,LHPP,"phospholysine phosphohistidine inorganic pyrophosphate phosphatase","gene with protein product"
1184,T039145,t158300,24.0000,0.0119820269596,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1185,T039145,t194433,24.0000,0.0119760479042,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1186,T035428,t039145,24.0000,0.011970074813,p5@HSP90AA1,3320,5253,"P07900,Q86SX1",HSP90AA1,"heat shock protein 90 alpha family class A member 1","gene with protein product"
1187,T037648,t039145,24.0000,0.011964107677,"p2@C14orf126,p2@HEATR5A","112487,25938","20277,20276","F8VVE1,Q96FN9",DTD2,"D-tyrosyl-tRNA deacylase 2 (putative)","gene with protein product"
1188,T039145,t166982,24.0000,0.0119462419114,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1189,T039145,t145224,24.0000,0.0119402985075,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1190,T020258,t039145,24.0000,0.0119402985075,p7@GABARAPL1,23710,4068,,GABARAPL1,"GABA type A receptor associated protein like 1","gene with protein product"
1191,T039145,t091266,24.0000,0.0119284294235,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1192,T039145,t069218,24.0000,0.0119284294235,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1193,T009306,t039145,23.0000,0.0114713216958,p4@ELMOD1,55531,25334,,ELMOD1,"ELMO domain containing 1","gene with protein product"
1194,T039145,t179747,23.0000,0.0114656031904,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1195,T039145,t070758,23.0000,0.0114598903837,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1196,T039145,t060801,23.0000,0.0114484818318,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1197,T039145,t084377,23.0000,0.0114484818318,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1198,T034254,t039145,23.0000,0.0114314115308,p4@TBC1D4,9882,19165,O60343,TBC1D4,"TBC1 domain family member 4","gene with protein product"
1199,T016004,t039145,22.0000,0.0109725685786,p5@BSCL2,26580,15832,G3XAE4,BSCL2,"BSCL2, seipin lipid droplet biogenesis associated","gene with protein product"
1200,T035053,t039145,22.0000,0.0109670987039,p1@CYP46A1,10858,2641,"Q9Y6A2,G3V366",CYP46A1,"cytochrome P450 family 46 subfamily A member 1","gene with protein product"
1201,T013949,t039145,22.0000,0.01096163428,p19@SLC1A2,6506,10940,,SLC1A2,"solute carrier family 1 member 2","gene with protein product"
1202,T039145,t129166,22.0000,0.0109561752988,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1203,T039145,t183080,22.0000,0.0109561752988,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1204,T039145,t111465,22.0000,0.0109561752988,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1205,T014418,t039145,22.0000,0.0109507217521,p7@MAPK8IP1,9479,6882,Q9UQF2,MAPK8IP1,"mitogen-activated protein kinase 8 interacting protein 1","gene with protein product"
1206,T023743,t039145,22.0000,0.0109289617486,p4@LRTM2,654429,32443,,LRTM2,"leucine rich repeats and transmembrane domains 2","gene with protein product"
1207,T039145,t063147,21.0000,0.0104738154613,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1208,T039145,t123675,21.0000,0.0104738154613,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1209,T039145,t194430,21.0000,0.0104738154613,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1210,T039145,t201022,21.0000,0.0104738154613,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1211,T039145,t109503,21.0000,0.0104685942173,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1212,T039145,t131089,21.0000,0.0104633781764,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1213,T039145,t197640,21.0000,0.0104581673307,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1214,T039145,t071655,21.0000,0.0104581673307,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1215,T020631,t039145,21.0000,0.0104529616725,p9@WSCD2,9671,29117,Q2TBF2,WSCD2,"WSC domain containing 2","gene with protein product"
1216,T008352,t039145,21.0000,0.0104529616725,p2@TBC1D12,23232,29082,O60347,TBC1D12,"TBC1 domain family member 12","gene with protein product"
1217,T039145,t197948,21.0000,0.010447761194,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1218,T039145,t148469,21.0000,0.010447761194,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1219,T039145,t123863,21.0000,0.0104373757455,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1220,T039145,t056510,20.0000,0.00994530084535,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1221,T035577,t039145,19.0000,0.00948103792415,p3@EIF5,1983,3299,P55010,EIF5,"eukaryotic translation initiation factor 5","gene with protein product"
1222,T039145,t084385,19.0000,0.00947158524427,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1223,T039145,t070289,19.0000,0.00946686596911,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1224,T039145,t182686,19.0000,0.00946686596911,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1225,T039145,t141153,19.0000,0.00946686596911,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1226,T039145,t184235,19.0000,0.00945744151319,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1227,T039145,t158157,19.0000,0.00945744151319,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1228,T039145,t130524,19.0000,0.00944803580308,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1229,T039145,t197866,19.0000,0.00943396226415,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1230,T031005,t039145,18.0000,0.00898203592814,p2@TMTC4,84899,25904,,TMTC4,"transmembrane and tetratricopeptide repeat containing 4","gene with protein product"
1231,T039145,t091718,18.0000,0.00897308075773,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1232,T039145,t142950,18.0000,0.00897308075773,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1233,T039145,t189542,18.0000,0.00896860986547,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1234,T039145,t144090,18.0000,0.00896860986547,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1235,T039145,t052730,18.0000,0.00896414342629,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1236,T039145,t068880,18.0000,0.00896414342629,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1237,T028282,t039145,18.0000,0.00895968143355,p1@C12orf53,196500,25338,"Q8IYJ0,E9PCC5,F5H3A9",PIANP,"PILR alpha associated neural protein","gene with protein product"
1238,T039145,t084186,18.0000,0.0089552238806,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1239,T039145,t055010,18.0000,0.0089552238806,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1240,T024862,t039145,18.0000,0.00895077076082,p5@LRRK2,120892,18618,"E9PC85,Q17RV3,Q5S007",LRRK2,"leucine rich repeat kinase 2","gene with protein product"
1241,T039145,t045076,18.0000,0.00895077076082,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1242,T039145,t155504,18.0000,0.00895077076082,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1243,T039145,t168191,18.0000,0.00894632206759,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1244,T039145,t133342,18.0000,0.00894632206759,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1245,T039145,t058601,18.0000,0.00894632206759,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1246,T039145,t158872,18.0000,0.00894187779434,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
