T000001	chr10:100027943..100027958,-	LOXL4
T126454	chr2:97492717..97492724,+	CNNM3
T126458	chr2:97523649..97523659,-	ANKRD23
T126459	chr2:97523664..97523706,-	ANKRD23
T126460	chr2:97523721..97523790,-	ANKRD39
T126462	chr2:97531217..97531242,-	SEMA4C
T126463	chr2:97534260..97534307,-	SEMA4C
T126464	chr2:97534312..97534345,-	SEMA4C
T126467	chr2:97535773..97535843,-	SEMA4C
T126478	chr2:97561330..97561351,-	FAM178B
T126511	chr2:9770391..9770407,-	YWHAQ
T126512	chr2:9770412..9770425,-	YWHAQ
T126513	chr2:9770571..9770678,-	YWHAQ
T126515	chr2:9770706..9770753,-	YWHAQ
T126516	chr2:9770769..9770779,-	YWHAQ
T126517	chr2:9770911..9770933,-	YWHAQ
T126518	chr2:9771092..9771153,-	YWHAQ
T126523	chr2:97778884..97778924,+	ANKRD36
T126524	chr2:97779338..97779397,+	ANKRD36
T126527	chr2:97906755..97906758,+	ANKRD36
T126529	chr2:98206182..98206204,-	ANKRD36B
T126530	chr2:98206279..98206319,-	ANKRD36B
T126531	chr2:98206327..98206346,-	ANKRD36B
T126534	chr2:98262497..98262549,+	COX5B
T126540	chr2:98280383..98280514,-	ACTR1B
T126543	chr2:98281192..98281195,-	RNU4-8P
T126550	chr2:98330032..98330054,+	ZAP70
T126573	chr2:98612286..98612318,-	TMEM131
T126574	chr2:98612329..98612349,-	TMEM131
T126575	chr2:98612350..98612363,-	TMEM131
T126576	chr2:98612379..98612426,-	TMEM131
T126577	chr2:98612649..98612705,-	TMEM131
T126580	chr2:98703623..98703635,+	VWA3B
T126581	chr2:98703643..98703674,+	VWA3B
T126595	chr2:99061298..99061377,+	INPP4A
T126604	chr2:99224915..99224987,-	COA5
T126605	chr2:99225018..99225117,+	UNC50
T126620	chr2:99347528..99347603,-	MGAT4A
T126630	chr2:99438974..99439027,-	C2orf55
T126633	chr2:99485718..99485770,-	C2orf55
T126635	chr2:99485829..99485855,-	C2orf55
T126639	chr2:99552620..99552701,-	C2orf55
T126640	chr2:99553037..99553047,-	C2orf55
T126641	chr2:99553078..99553091,-	C2orf55
T126643	chr2:99757606..99757620,-	TSGA10
T126644	chr2:99757632..99757652,-	TSGA10
T126646	chr2:99757876..99757894,-	TSGA10
T126647	chr2:99757915..99757939,-	TSGA10
T126648	chr2:99757977..99758045,-	TSGA10
T126649	chr2:99758161..99758207,+	MRPL30
T126650	chr2:99758223..99758246,+	MRPL30
T126651	chr2:99771341..99771369,-	TSGA10
T126652	chr2:99771373..99771435,-	TSGA10
T126653	chr2:99771423..99771498,+	MRPL30
T126654	chr2:99771527..99771552,+	LIPT1
T126656	chr2:99797442..99797465,-	MITD1
T126657	chr2:99797473..99797530,-	MITD1
T126658	chr2:99797592..99797601,+	MRPL30
T126659	chr2:99797607..99797623,+	MRPL30
T126660	chr2:99797636..99797686,+	MRPL30
T126663	chr2:9983555..9983641,+	TAF1B
T126664	chr2:9983642..9983657,+	TAF1B
T126671	chr2:99952769..99952823,-	TXNDC9
T126672	chr2:99953827..99953894,+	EIF5B
T126673	chr2:99953983..99954001,+	EIF5B
T126685	chr2:99978119..99978130,+	EIF5B
T126692	chr3:100053542..100053611,+	NIT2
T126693	chr3:100053625..100053634,+	NIT2
T126695	chr3:100119874..100119895,-	TOMM70A
T126696	chr3:100119897..100119967,-	TOMM70A
T126697	chr3:100120004..100120020,-	TOMM70A
T126698	chr3:100120223..100120301,-	TOMM70A
T126699	chr3:100120375..100120431,+	LNP1
T126700	chr3:100120441..100120453,+	LNP1
T126707	chr3:100211412..100211501,+	TMEM45A
T126708	chr3:100211511..100211522,+	TMEM45A
T126709	chr3:100211526..100211584,+	TMEM45A
T126712	chr3:100238013..100238111,+	TMEM45A
T126718	chr3:10028471..10028552,-	TMEM111
T126720	chr3:10029074..10029081,-	TMEM111
T126729	chr3:100428140..100428151,+	TFG
T126730	chr3:100428165..100428186,+	TFG
T126731	chr3:100428188..100428213,+	TFG
T126732	chr3:100428249..100428260,+	TFG
T126733	chr3:100428268..100428287,+	TFG
T126734	chr3:100428317..100428471,+	TFG
T126735	chr3:100428487..100428506,+	TFG
T126748	chr3:10052763..10052816,-	TMEM111
T126749	chr3:10052818..10052836,-	TMEM111
T126765	chr3:100558953..100558982,-	ABI3BP
T126783	chr3:10067984..10068061,-	CIDECP
T126784	chr3:10068071..10068080,-	CIDECP
T126785	chr3:10068074..10068085,+	FANCD2
T126786	chr3:10068095..10068170,+	FANCD2
T126787	chr3:100712253..100712274,-	ABI3BP
T126789	chr3:100712352..100712361,-	ABI3BP
T126791	chr3:10086785..10086789,+	FANCD2
T126804	chr3:101231984..101231991,-	SENP7
T126805	chr3:101231994..101232011,-	SENP7
T126806	chr3:101232019..101232063,-	SENP7
T126810	chr3:101280677..101280754,+	RG9MTD1
T126811	chr3:101280770..101280779,+	RG9MTD1
T126812	chr3:101293001..101293063,+	PCNP
T126813	chr3:101293067..101293070,+	PCNP
T126815	chr3:101312151..101312169,+	PCNP
T126820	chr3:101395919..101395930,-	ZBTB11
T126821	chr3:101395936..101395962,-	ZBTB11
T126822	chr3:101395963..101395993,-	ZBTB11
T126823	chr3:101395999..101396010,-	ZBTB11
T126825	chr3:101405543..101405569,-	RPL24
T126828	chr3:101443431..101443440,+	CEP97
T126829	chr3:101443446..101443471,+	CEP97
T126833	chr3:101498026..101498067,+	FAM55C
T126834	chr3:101498075..101498102,+	FAM55C
T126835	chr3:101498269..101498341,+	FAM55C
T126836	chr3:101498482..101498540,+	FAM55C
T126845	chr3:101546684..101546693,+	NFKBIZ
T126847	chr3:101546827..101546847,+	NFKBIZ
T126858	chr3:101568349..101568365,+	NFKBIZ
T126872	chr3:101573360..101573363,+	NFKBIZ
T126873	chr3:10157350..10157377,+	BRK1
T126876	chr3:101575172..101575195,+	NFKBIZ
T126877	chr3:101575858..101575869,+	NFKBIZ
T126928	chr3:10183447..10183523,+	VHL
T126938	chr3:10206545..10206566,+	IRAK2
T126940	chr3:10206585..10206609,+	IRAK2
T126974	chr3:10290124..10290223,+	TATDN2
T126975	chr3:10290228..10290249,+	TATDN2
T126976	chr3:10290371..10290377,+	TATDN2
T126983	chr3:10334619..10334637,-	GHRL
T126984	chr3:10357003..10357005,-	SEC13
T126985	chr3:10359730..10359734,-	SEC13
T126986	chr3:10362736..10362809,-	SEC13
T127014	chr3:105085383..105085403,+	ALCAM
T127016	chr3:105085511..105085544,+	ALCAM
T127017	chr3:105085548..105085584,+	ALCAM
T127019	chr3:105085734..105085760,+	ALCAM
T127020	chr3:105086056..105086147,+	ALCAM
T127048	chr3:105421314..105421320,-	CBLB
T127050	chr3:10547192..10547283,-	ATP2B2
T127057	chr3:105587698..105587709,-	CBLB
T127058	chr3:105587747..105587760,-	CBLB
T127059	chr3:105587792..105587803,-	CBLB
T127060	chr3:105587808..105587874,-	CBLB
T127061	chr3:105587879..105587892,-	CBLB
T127062	chr3:105587895..105587906,-	CBLB
T127064	chr3:105588231..105588251,-	CBLB
T127092	chr3:106617542..106617578,+	MTND5P16
T127125	chr3:107241792..107241845,+	BBX
T127126	chr3:107241875..107241880,+	BBX
T127127	chr3:107241882..107241904,+	BBX
T127128	chr3:107241993..107242023,+	BBX
T127129	chr3:107243213..107243223,+	BBX
T127130	chr3:107244229..107244254,+	BBX
T127131	chr3:107318157..107318172,+	BBX
T127132	chr3:107318229..107318239,+	BBX
T127165	chr3:107777217..107777236,-	CD47
T127170	chr3:107809792..107809803,-	CD47
T127171	chr3:107809816..107809885,-	CD47
T127172	chr3:107809886..107809910,-	CD47
T127182	chr3:107938309..107938325,-	IFT57
T127186	chr3:107941209..107941227,-	IFT57
T127187	chr3:107941230..107941308,-	IFT57
T127202	chr3:108308241..108308316,-	KIAA1524
T127203	chr3:108308331..108308389,+	DZIP3
T127204	chr3:108308467..108308505,-	KIAA1524
T127205	chr3:108308513..108308558,+	DZIP3
T127206	chr3:108308559..108308584,+	DZIP3
T127207	chr3:108308586..108308597,+	DZIP3
T127208	chr3:108308695..108308704,-	KIAA1524
T127209	chr3:108308773..108308807,+	DZIP3
T127210	chr3:108308845..108308890,+	DZIP3
T127212	chr3:108321623..108321685,+	DZIP3
T127218	chr3:108541625..108541659,+	TRAT1
T127220	chr3:10857905..10857920,+	SLC6A11
T127247	chr3:109056334..109056384,-	DPPA4
T127269	chr3:11034403..11034492,+	SLC6A1
T127282	chr3:110790200..110790241,-	PVRL3-AS1
T127283	chr3:110790481..110790492,+	PVRL3
T127285	chr3:110790578..110790585,+	PVRL3
T127286	chr3:110790594..110790603,+	PVRL3
T127287	chr3:110790620..110790683,+	PVRL3
T127289	chr3:110790904..110790935,+	PVRL3
T127306	chr3:111261025..111261070,+	CD96
T127312	chr3:111314186..111314204,-	ZBED2
T127322	chr3:111393542..111393579,+	PLCXD2
T127323	chr3:111393659..111393670,+	PLCXD2
T127325	chr3:111451297..111451320,+	PLCXD2
T127326	chr3:111451321..111451372,+	PHLDB2
T127331	chr3:111578076..111578080,+	PHLDB2
T127332	chr3:111578105..111578122,+	PHLDB2
T127333	chr3:111578127..111578130,+	PHLDB2
T127334	chr3:111578131..111578142,+	PHLDB2
T127335	chr3:111578558..111578576,+	PHLDB2
T127337	chr3:111578640..111578645,+	PHLDB2
T127338	chr3:111578650..111578707,+	PHLDB2
T127345	chr3:111630451..111630470,+	PHLDB2
T127351	chr3:111697825..111697838,+	ABHD10
T127352	chr3:111697843..111697908,+	ABHD10
T127360	chr3:111718068..111718077,+	TAGLN3
T127362	chr3:111718173..111718193,+	TAGLN3
T127364	chr3:11178916..11178942,+	HRH1
T127366	chr3:111805195..111805210,+	C3orf52
T127367	chr3:111805212..111805258,+	C3orf52
T127369	chr3:111805316..111805323,+	C3orf52
T127373	chr3:111852061..111852127,-	GCET2
T127375	chr3:11196170..11196193,+	HRH1
T127376	chr3:11196206..11196220,+	HRH1
T127377	chr3:112013028..112013069,-	SLC9A10
T127386	chr3:112051994..112052043,+	CD200
T127404	chr3:112218304..112218325,-	BTLA
T127412	chr3:112280466..112280546,-	ATG3
T127413	chr3:112280709..112280816,-	ATG3
T127415	chr3:112280906..112280967,+	SLC35A5
T127416	chr3:112280985..112281007,+	SLC35A5
T127417	chr3:112281027..112281038,+	SLC35A5
T127418	chr3:112281129..112281165,-	ATG3
T127431	chr3:112329110..112329126,-	CCDC80
T127453	chr3:112358228..112358239,-	CCDC80
T127454	chr3:112358263..112358270,-	CCDC80
T127455	chr3:112358290..112358295,-	CCDC80
T127456	chr3:112358632..112358646,-	CCDC80
T127457	chr3:112358748..112358764,-	CCDC80
T127459	chr3:112358873..112358890,-	CCDC80
T127466	chr3:112359358..112359370,-	CCDC80
T127470	chr3:112359529..112359540,-	CCDC80
T127477	chr3:112359673..112359680,-	CCDC80
T127482	chr3:112359975..112359997,-	CCDC80
T127483	chr3:112360139..112360153,-	CCDC80
T127484	chr3:112360200..112360221,-	CCDC80
T127493	chr3:11267645..11267689,+	HRH1
T127494	chr3:11267691..11267721,+	HRH1
T127500	chr3:112693865..112693987,-	CD200R1
T127501	chr3:112709755..112709764,+	GTPBP8
T127502	chr3:112709772..112709800,+	GTPBP8
T127503	chr3:112709804..112709850,+	GTPBP8
T127504	chr3:112738196..112738204,-	C3orf17
T127505	chr3:112738225..112738261,-	C3orf17
T127507	chr3:112738490..112738533,-	C3orf17
T127508	chr3:112738534..112738541,-	C3orf17
T127509	chr3:112738552..112738555,-	C3orf17
T127510	chr3:112738565..112738570,-	C3orf17
T127517	chr3:112930387..112930431,+	BOC
T127518	chr3:112930449..112930471,+	BOC
T127519	chr3:112930493..112930502,+	BOC
T127520	chr3:112930597..112930636,+	BOC
T127521	chr3:112930946..112930997,+	BOC
T127537	chr3:11314072..11314098,+	ATG7
T127538	chr3:11314099..11314122,+	ATG7
T127550	chr3:113160334..113160373,-	WDR52
T127554	chr3:113233965..113233983,-	SPICE1
T127555	chr3:113233992..113234044,-	SPICE1
T127557	chr3:113251252..113251263,+	SIDT1
T127558	chr3:113251358..113251423,+	SIDT1
T127559	chr3:113251680..113251729,+	SIDT1
T127561	chr3:113251885..113251917,+	SIDT1
T127575	chr3:113344781..113344796,+	SIDT1
T127577	chr3:113415441..113415500,-	KIAA2018
T127581	chr3:113440532..113440557,-	NAA50
T127584	chr3:113464951..113464962,-	NAA50
T127585	chr3:113465032..113465051,-	NAA50
T127586	chr3:113465053..113465064,-	NAA50
T127587	chr3:113465065..113465102,-	NAA50
T127588	chr3:113465142..113465202,+	ATP6V1A
T127589	chr3:113465610..113465679,+	ATP6V1A
T127590	chr3:113465869..113465925,+	ATP6V1A
T127591	chr3:113465927..113465943,+	ATP6V1A
T127592	chr3:1134664..1134715,+	CNTN6
T127600	chr3:113557620..113557642,+	GRAMD1C
T127601	chr3:113557654..113557682,+	GRAMD1C
T127602	chr3:113557712..113557755,+	GRAMD1C
T127607	chr3:113616338..113616364,+	GRAMD1C
T127609	chr3:113666818..113666846,+	ZDHHC23
T127610	chr3:113666851..113666865,+	ZDHHC23
T127613	chr3:113775328..113775394,-	KIAA1407
T127614	chr3:113775576..113775592,+	QTRTD1
T127615	chr3:113775594..113775666,+	QTRTD1
T127639	chr3:114070662..114070682,+	ZBTB20-AS1
T127656	chr3:114173720..114173794,-	ZBTB20
T127685	chr3:114343039..114343085,-	ZBTB20
T127686	chr3:114343195..114343206,-	ZBTB20
T127688	chr3:114343768..114343822,-	ZBTB20
T127689	chr3:114343826..114343869,-	ZBTB20
T127697	chr3:114477832..114477843,-	ZBTB20
T127698	chr3:114477881..114477914,-	ZBTB20
T127699	chr3:114477934..114477961,-	ZBTB20
T127707	chr3:114790132..114790174,-	ZBTB20
T127714	chr3:114819073..114819100,-	ZBTB20
T127715	chr3:114819101..114819121,-	ZBTB20
T127716	chr3:114819124..114819200,-	ZBTB20
T127718	chr3:114866084..114866118,-	ZBTB20
T127719	chr3:114866124..114866149,-	ZBTB20
T127726	chr3:115342138..115342157,+	GAP43
T127730	chr3:115342402..115342458,+	GAP43
T127747	chr3:115528904..115528924,-	LSAMP
T127762	chr3:11610255..11610280,-	VGLL4
T127766	chr3:116164195..116164272,-	LSAMP
T127767	chr3:116164306..116164380,-	LSAMP
T127768	chr3:11623804..11623839,-	VGLL4
T127777	chr3:116745361..116745370,+	PTMAP8
T127785	chr3:11685136..11685147,-	VGLL4
T127786	chr3:11685203..11685210,-	VGLL4
T127787	chr3:11685215..11685224,-	VGLL4
T127788	chr3:11685226..11685227,-	VGLL4
T127789	chr3:11685235..11685246,-	VGLL4
T127790	chr3:11685288..11685299,-	VGLL4
T127791	chr3:11685345..11685432,-	VGLL4
T127792	chr3:11685437..11685446,-	VGLL4
T127793	chr3:11685476..11685487,-	VGLL4
T127794	chr3:11685513..11685524,-	VGLL4
T127802	chr3:11760913..11761010,-	VGLL4
T127803	chr3:11761096..11761136,-	VGLL4
T127804	chr3:11761960..11762046,-	VGLL4
T127805	chr3:11762164..11762201,-	VGLL4
T127806	chr3:11762202..11762226,-	VGLL4
T127825	chr3:118753657..118753705,-	IGSF11
T127827	chr3:118753758..118753785,-	IGSF11
T127836	chr3:11888282..11888374,-	TAMM41
T127839	chr3:118892411..118892453,+	UPK1B
T127846	chr3:118959716..118959732,-	B4GALT4
T127847	chr3:118959733..118959766,-	B4GALT4
T127849	chr3:119012895..119012908,+	ARHGAP31
T127850	chr3:119012922..119012937,+	ARHGAP31
T127852	chr3:119013024..119013027,+	ARHGAP31
T127853	chr3:119013094..119013116,+	ARHGAP31
T127854	chr3:119013160..119013180,+	ARHGAP31
T127855	chr3:119013185..119013306,+	ARHGAP31
T127857	chr3:119013409..119013419,+	ARHGAP31
T127859	chr3:119013476..119013540,+	ARHGAP31
T127867	chr3:119041903..119041938,-	ARHGAP31-AS1
T127875	chr3:119182394..119182405,-	TMEM39A
T127876	chr3:119182453..119182498,-	TMEM39A
T127877	chr3:119182506..119182517,-	TMEM39A
T127878	chr3:119182523..119182534,-	TMEM39A
T127879	chr3:119187800..119187863,+	POGLUT1
T127882	chr3:119188142..119188154,-	TMEM39A
T127887	chr3:119217376..119217421,+	TIMMDC1
T127888	chr3:119217422..119217447,+	TIMMDC1
T127889	chr3:119217454..119217479,+	TIMMDC1
T127890	chr3:119217492..119217503,+	TIMMDC1
T127900	chr3:119278446..119278477,-	CD80
T127922	chr3:119298314..119298392,+	ADPRH
T127923	chr3:119298397..119298409,+	ADPRH
T127924	chr3:119298429..119298454,+	ADPRH
T127926	chr3:119298575..119298644,+	ADPRH
T127927	chr3:119298649..119298670,+	ADPRH
T127934	chr3:119316721..119316739,+	PLA1A
T127972	chr3:119395823..119395856,-	COX17
T127973	chr3:119396102..119396127,-	COX17
T127974	chr3:119396220..119396274,-	COX17
T127975	chr3:119421849..119421962,+	C3orf15
T127987	chr3:119812606..119812630,-	GSK3B
T127990	chr3:119813007..119813043,-	GSK3B
T127991	chr3:119813131..119813152,-	GSK3B
T127992	chr3:119813173..119813176,-	GSK3B
T127993	chr3:119813238..119813245,-	GSK3B
T127994	chr3:119813265..119813272,-	GSK3B
T127995	chr3:119813284..119813301,-	GSK3B
T127996	chr3:119813302..119813318,-	GSK3B
T127997	chr3:119813323..119813330,-	GSK3B
T127998	chr3:119813420..119813431,-	GSK3B
T128004	chr3:120004062..120004083,-	GPR156
T128009	chr3:120068115..120068136,-	LRRC58
T128010	chr3:120068143..120068209,-	LRRC58
T128011	chr3:120068226..120068237,-	LRRC58
T128012	chr3:120068248..120068259,-	LRRC58
T128017	chr3:120114378..120114391,-	FSTL1
T128019	chr3:120114721..120114737,-	MIR198
T128023	chr3:120115138..120115175,-	FSTL1
T128029	chr3:120118781..120118794,-	FSTL1
T128038	chr3:120169828..120169850,-	FSTL1
T128039	chr3:120170052..120170090,-	FSTL1
T128045	chr3:120315122..120315142,+	NDUFB4
T128046	chr3:120315149..120315156,+	NDUFB4
T128047	chr3:120315160..120315202,+	NDUFB4
T128053	chr3:120401043..120401138,-	HGD
T128060	chr3:12045853..12045869,+	SYN2
T128061	chr3:120461353..120461374,-	RABL3
T128062	chr3:120461378..120461389,-	RABL3
T128063	chr3:120461572..120461600,+	GTF2E1
T128064	chr3:120461601..120461614,+	GTF2E1
T128068	chr3:120627034..120627102,+	STXBP5L
T128082	chr3:121212933..121212937,+	RPL7AP11
T128083	chr3:121264797..121264804,-	POLQ
T128084	chr3:121264813..121264846,-	POLQ
T128085	chr3:121264848..121264859,-	POLQ
T128089	chr3:121379739..121379771,-	HCLS1
T128090	chr3:121379777..121379788,-	HCLS1
T128097	chr3:121448791..121448809,-	GOLGB1
T128098	chr3:121467983..121467996,-	GOLGB1
T128100	chr3:121468317..121468327,-	GOLGB1
T128101	chr3:121468492..121468499,-	GOLGB1
T128102	chr3:121468536..121468541,-	GOLGB1
T128103	chr3:121468552..121468599,-	GOLGB1
T128104	chr3:121468602..121468617,-	GOLGB1
T128105	chr3:121468779..121468824,-	GOLGB1
T128107	chr3:121553830..121553928,-	IQCB1
T128108	chr3:121554021..121554043,+	EAF2
T128109	chr3:121554046..121554091,+	EAF2
T128113	chr3:121613265..121613295,+	SLC15A2
T128125	chr3:121741065..121741106,-	ILDR1
T128126	chr3:121774202..121774222,+	CD86
T128137	chr3:121796697..121796747,+	CD86
T128154	chr3:12192730..12192753,+	SYN2
T128157	chr3:12200340..12200366,-	TIMP4
T128158	chr3:12200368..12200494,-	TIMP4
T128162	chr3:12200855..12200885,-	TIMP4
T128166	chr3:122044084..122044106,+	CSTA
T128172	chr3:122102065..122102101,-	CCDC58
T128173	chr3:122103002..122103013,+	FAM162A
T128174	chr3:122103014..122103088,+	FAM162A
T128176	chr3:122134882..122134951,-	WDR5B
T128179	chr3:122215425..122215488,-	KPNA1
T128181	chr3:122233723..122233797,-	KPNA1
T128192	chr3:122283100..122283153,-	PARP9
T128193	chr3:122283175..122283273,+	DTX3L
T128194	chr3:122283478..122283498,-	PARP9
T128195	chr3:122283621..122283636,-	PARP9
T128196	chr3:122292863..122292866,+	DTX3L
T128197	chr3:122292957..122292983,+	DTX3L
T128203	chr3:122296477..122296503,+	PARP15
T128208	chr3:122379432..122379433,+	EIF4BP8
T128210	chr3:122399058..122399072,+	PARP14
T128213	chr3:122399444..122399464,+	PARP14
T128216	chr3:122399581..122399599,+	PARP14
T128218	chr3:122399656..122399694,+	PARP14
T128220	chr3:122399724..122399729,+	PARP14
T128221	chr3:122399875..122399886,+	PARP14
T128232	chr3:122512540..122512566,-	HSPBAP1
T128233	chr3:122512619..122512690,-	HSPBAP1
T128235	chr3:122512974..122512998,-	HSPBAP1
T128238	chr3:122513700..122513738,+	DIRC2
T128240	chr3:122513887..122513992,+	DIRC2
T128241	chr3:122513994..122514005,+	DIRC2
T128242	chr3:122514008..122514019,+	DIRC2
T128248	chr3:122746566..122746623,-	SEMA5B
T128251	chr3:122785864..122785881,+	PDIA5
T128252	chr3:122785895..122786001,+	PDIA5
T128253	chr3:122786002..122786003,+	PDIA5
T128255	chr3:122920767..122920814,+	SEC22A
T128256	chr3:122920847..122920858,+	SEC22A
T128270	chr3:123167348..123167381,-	ADCY5
T128274	chr3:123168551..123168642,-	ADCY5
T128275	chr3:123169012..123169047,-	ADCY5
T128276	chr3:12329320..12329338,+	PPARG
T128277	chr3:12329339..12329356,+	PPARG
T128279	chr3:12329397..12329433,+	PPARG
T128281	chr3:123303871..123303908,-	PTPLB
T128283	chr3:123303932..123303958,-	PTPLB
T128284	chr3:123304017..123304040,-	PTPLB
T128285	chr3:123304353..123304432,+	MYLK-AS1
T128287	chr3:12330560..12330579,+	PPARG
T128291	chr3:123331946..123332011,-	MYLK
T128293	chr3:123332535..123332554,-	MYLK
T128297	chr3:123339343..123339401,-	MYLK
T128307	chr3:123411191..123411236,-	MYLK
T128308	chr3:123419392..123419434,-	MYLK
T128317	chr3:123420077..123420089,-	MYLK
T128339	chr3:123518704..123518728,-	MYLK
T128340	chr3:123518738..123518771,-	MYLK
T128341	chr3:123518782..123518795,-	MYLK
T128344	chr3:123518869..123518898,-	MYLK
T128349	chr3:123550477..123550497,-	MYLK
T128351	chr3:123603137..123603203,-	MYLK
T128352	chr3:123603293..123603307,-	MYLK
T128354	chr3:123674869..123674880,-	CCDC14
T128355	chr3:123674952..123674966,-	CCDC14
T128356	chr3:123680047..123680112,-	CCDC14
T128358	chr3:123680217..123680235,-	CCDC14
T128359	chr3:123680246..123680264,-	CCDC14
T128360	chr3:123680276..123680290,-	CCDC14
T128367	chr3:123752204..123752234,+	KALRN
T128368	chr3:123752240..123752247,+	KALRN
T128375	chr3:12392932..12392962,+	PPARG
T128393	chr3:124303472..124303511,+	KALRN
T128394	chr3:124303512..124303532,+	KALRN
T128395	chr3:124303539..124303551,+	KALRN
T128403	chr3:124449275..124449313,+	UMPS
T128409	chr3:124606074..124606198,-	ITGB5
T128412	chr3:124606262..124606286,-	ITGB5
T128413	chr3:124606323..124606344,-	ITGB5
T128414	chr3:124606433..124606453,-	ITGB5
T128415	chr3:124606458..124606482,-	ITGB5
T128416	chr3:124606502..124606537,-	ITGB5
T128430	chr3:124653579..124653601,-	MUC13
T128432	chr3:124689214..124689218,-	HEG1
T128435	chr3:124732278..124732290,-	HEG1
T128438	chr3:124732472..124732502,-	HEG1
T128441	chr3:124732713..124732735,-	HEG1
T128443	chr3:124774831..124774852,-	HEG1
T128445	chr3:124774882..124774885,-	HEG1
T128446	chr3:124774889..124774900,-	HEG1
T128447	chr3:124775147..124775158,-	HEG1
T128451	chr3:124826749..124826766,-	SLC12A8
T128453	chr3:124826812..124826843,-	SLC12A8
T128456	chr3:124826952..124826996,-	SLC12A8
T128457	chr3:124826998..124827046,-	SLC12A8
T128462	chr3:124829429..124829456,-	SLC12A8
T128465	chr3:124839648..124839709,-	SLC12A8
T128466	chr3:124842457..124842464,-	SLC12A8
T128474	chr3:125093970..125093986,-	ZNF148
T128475	chr3:125093992..125094040,-	ZNF148
T128476	chr3:125094150..125094176,-	ZNF148
T128481	chr3:125238979..125238990,-	SNX4
T128482	chr3:125239010..125239055,-	SNX4
T128484	chr3:12525964..12526020,+	TSEN2
T128485	chr3:125314100..125314126,-	OSBPL11
T128486	chr3:125314128..125314192,-	OSBPL11
T128487	chr3:125314227..125314274,-	OSBPL11
T128488	chr3:125314278..125314327,-	OSBPL11
T128489	chr3:125314332..125314421,-	OSBPL11
T128503	chr3:125802959..125802990,-	SLC41A3
T128504	chr3:125802998..125803003,-	SLC41A3
T128506	chr3:125803105..125803173,-	SLC41A3
